Категория,Название Avito,Название DomClick
3,"3-к. квартира, 74,9м², 3/8эт.",
3,"3-к. квартира, 67,3м², 1/8эт.",
3,"3-к. квартира, 78,7м², 3/8эт.",
3,"3-к. квартира, 78,7м², 5/8эт.",
3,"3-к. квартира, 78,7м², 6/8эт.",
3,"3-к. квартира, 78,7м², 2/8эт.",
3,"3-к. квартира, 78,7м², 4/8эт.",
3,"3-к. квартира, 75,7м², 6/8эт.",
3,"3-к. квартира, 75,7м², 2/8эт.",
3,"3-к. квартира, 75,7м², 3/8эт.",
3,"3-к. квартира, 75,7м², 5/8эт.",
3,"3-к. квартира, 76,2м², 1/8эт.",
3,"3-к. квартира, 78,7м², 8/8эт.",
4,"4-к. квартира, 98,9м², 1/8эт.","4-комн. квартира 109,7 м² 1/8 эт."
4,"4-к. квартира, 103,7м², 1/8эт.","4-комн. квартира 109,7 м² 1/8 эт."
4,"4-к. квартира, 109,6м², 1/8эт.","4-комн. квартира 109,6 м² 1/8 эт."
4,"4-к. квартира, 109,6м², 1/8эт.","4-комн. квартира 98,9 м² 1/8 эт."
4,"4-к. квартира, 109,6м², 1/8эт.","4-комн. квартира 103,7 м² 1/8 эт."
4,"4-к. квартира, 109,7м², 1/8эт.","4-комн. квартира 109,6 м² 1/8 эт."
4,"4-к. квартира, 109,7м², 1/8эт.","4-комн. квартира 109,7 м² 1/8 эт."
4,"4-к. квартира, 109,7м², 1/8эт.","4-комн. квартира 109,6 м² 1/8 эт."
Студия,"Квартира-студия, 29,6м², 2/8эт.",
Студия,"Квартира-студия, 29,6м², 2/8эт.",
Студия,"Квартира-студия, 29,6м², 8/8эт.",
Студия,"Квартира-студия, 29,6м², 7/8эт.",
Студия,"Квартира-студия, 29,6м², 4/8эт.",
Студия,"Квартира-студия, 29,6м², 2/8эт.",
Студия,"Квартира-студия, 29,6м², 3/8эт.",
Студия,"Квартира-студия, 29,6м², 5/8эт.",
Студия,"Квартира-студия, 29,6м², 5/8эт.",
Студия,"Квартира-студия, 29,6м², 6/8эт.",
Студия,"Квартира-студия, 29,6м², 2/8эт.",
Студия,"Квартира-студия, 29,6м², 4/8эт.",
Студия,"Квартира-студия, 29,6м², 6/8эт.",
Студия,"Квартира-студия, 29,6м², 3/8эт.",
Студия,"Квартира-студия, 29,6м², 7/8эт.",
Студия,"Квартира-студия, 29,7м², 6/8эт.",
Студия,"Квартира-студия, 29,7м², 4/8эт.",
Студия,"Квартира-студия, 29,7м², 3/8эт.",
Студия,"Квартира-студия, 29,7м², 5/8эт.",
Студия,"Квартира-студия, 29,7м², 7/8эт.",
Студия,"Квартира-студия, 29,7м², 2/8эт.",
Студия,"Квартира-студия, 29,8м², 4/8эт.",
Студия,"Квартира-студия, 29,8м², 3/8эт.",
Студия,"Квартира-студия, 29,8м², 5/8эт.",
Студия,"Квартира-студия, 29,8м², 7/8эт.",
Студия,"Квартира-студия, 29,8м², 6/8эт.",
Студия,"Квартира-студия, 29,8м², 2/8эт.",
Студия,"Квартира-студия, 29,6м², 8/8эт.",
Студия,"Квартира-студия, 29,6м², 8/8эт.",
Студия,"Квартира-студия, 29,7м², 8/8эт.",
Студия,"Квартира-студия, 29,8м², 8/8эт.",
Студия,"Квартира-студия, 30,8м², 2/8эт.",
Студия,"Квартира-студия, 30,8м², 5/8эт.",
Студия,"Квартира-студия, 30,8м², 3/8эт.",
Студия,"Квартира-студия, 30,8м², 4/8эт.",
Студия,"Квартира-студия, 30,8м², 7/8эт.",
Студия,"Квартира-студия, 30,8м², 5/8эт.",
Студия,"Квартира-студия, 30,8м², 4/8эт.",
Студия,"Квартира-студия, 30,8м², 4/8эт.",
Студия,"Квартира-студия, 30,8м², 6/8эт.",
Студия,"Квартира-студия, 30,8м², 5/8эт.",
Студия,"Квартира-студия, 30,8м², 3/8эт.",
Студия,"Квартира-студия, 30,8м², 6/8эт.",
Студия,"Квартира-студия, 30,8м², 3/8эт.",
Студия,"Квартира-студия, 30,8м², 2/8эт.",
Студия,"Квартира-студия, 30,8м², 6/8эт.",
Студия,"Квартира-студия, 30,8м², 3/8эт.",
Студия,"Квартира-студия, 30,8м², 4/8эт.",
Студия,"Квартира-студия, 30,8м², 3/8эт.",
Студия,"Квартира-студия, 30,8м², 6/8эт.",
Студия,"Квартира-студия, 30,8м², 6/8эт.",
Студия,"Квартира-студия, 30,8м², 3/8эт.",
Студия,"Квартира-студия, 30,8м², 5/8эт.",
Студия,"Квартира-студия, 30,8м², 5/8эт.",
Студия,"Квартира-студия, 30,8м², 5/8эт.",
Студия,"Квартира-студия, 30,8м², 2/8эт.",
Студия,"Квартира-студия, 30,8м², 7/8эт.",
Студия,"Квартира-студия, 30,8м², 7/8эт.",
Студия,"Квартира-студия, 30,8м², 4/8эт.",
Студия,"Квартира-студия, 30,8м², 6/8эт.",
Студия,"Квартира-студия, 30,8м², 2/8эт.",
Студия,"Квартира-студия, 30,8м², 7/8эт.",
Студия,"Квартира-студия, 30,8м², 7/8эт.",
Студия,"Квартира-студия, 30,8м², 2/8эт.",
Студия,"Квартира-студия, 30,8м², 2/8эт.",
Студия,"Квартира-студия, 30,8м², 4/8эт.",
Студия,"Квартира-студия, 30,8м², 7/8эт.",
Студия,"Квартира-студия, 31,5м², 5/8эт.",
Студия,"Квартира-студия, 31,5м², 2/8эт.",
Студия,"Квартира-студия, 31,5м², 4/8эт.",
Студия,"Квартира-студия, 31,5м², 2/8эт.",
Студия,"Квартира-студия, 31,5м², 3/8эт.",
Студия,"Квартира-студия, 31,5м², 6/8эт.",
Студия,"Квартира-студия, 31,5м², 5/8эт.",
Студия,"Квартира-студия, 31,5м², 3/8эт.",
Студия,"Квартира-студия, 31,5м², 4/8эт.",
Студия,"Квартира-студия, 31,5м², 7/8эт.",
Студия,"Квартира-студия, 31,5м², 6/8эт.",
Студия,"Квартира-студия, 31,5м², 7/8эт.",
Студия,"Квартира-студия, 30,8м², 8/8эт.",
Студия,"Квартира-студия, 30,8м², 8/8эт.",
Студия,"Квартира-студия, 30,8м², 8/8эт.",
Студия,"Квартира-студия, 30,8м², 8/8эт.",
Студия,"Квартира-студия, 30,8м², 8/8эт.",
Студия,"Квартира-студия, 30,8м², 8/8эт.",
Студия,"Квартира-студия, 31,5м², 8/8эт.",
Студия,"Квартира-студия, 31,5м², 4/8эт.",
Студия,"Квартира-студия, 31,5м², 8/8эт.",
Студия,"Квартира-студия, 31,5м², 6/8эт.",
Студия,"Квартира-студия, 31,5м², 7/8эт.",
Студия,"Квартира-студия, 31,5м², 3/8эт.",
Студия,"Квартира-студия, 31,5м², 2/8эт.",
Студия,"Квартира-студия, 31,5м², 5/8эт.",
Студия,"Квартира-студия, 31,5м², 3/8эт.",
Студия,"Квартира-студия, 31,5м², 7/8эт.",
Студия,"Квартира-студия, 31,5м², 4/8эт.",
Студия,"Квартира-студия, 31,5м², 2/8эт.",
Студия,"Квартира-студия, 31,5м², 5/8эт.",
Студия,"Квартира-студия, 32м², 6/8эт.",
Студия,"Квартира-студия, 32м², 4/8эт.",
Студия,"Квартира-студия, 32м², 2/8эт.",
Студия,"Квартира-студия, 32м², 4/8эт.",
Студия,"Квартира-студия, 32м², 7/8эт.",
Студия,"Квартира-студия, 32м², 5/8эт.",
Студия,"Квартира-студия, 32м², 2/8эт.",
Студия,"Квартира-студия, 32м², 3/8эт.",
Студия,"Квартира-студия, 32м², 3/8эт.",
Студия,"Квартира-студия, 32м², 4/8эт.",
Студия,"Квартира-студия, 32м², 4/8эт.",
Студия,"Квартира-студия, 32м², 3/8эт.",
Студия,"Квартира-студия, 32м², 6/8эт.",
Студия,"Квартира-студия, 32м², 7/8эт.",
Студия,"Квартира-студия, 32м², 6/8эт.",
Студия,"Квартира-студия, 32м², 5/8эт.",
Студия,"Квартира-студия, 32м², 3/8эт.",
Студия,"Квартира-студия, 32м², 6/8эт.",
Студия,"Квартира-студия, 32м², 4/8эт.",
Студия,"Квартира-студия, 32м², 5/8эт.",
Студия,"Квартира-студия, 32м², 3/8эт.",
Студия,"Квартира-студия, 32м², 5/8эт.",
Студия,"Квартира-студия, 32м², 7/8эт.",
Студия,"Квартира-студия, 32м², 2/8эт.",
Студия,"Квартира-студия, 32м², 2/8эт.",
Студия,"Квартира-студия, 32м², 7/8эт.",
Студия,"Квартира-студия, 32м², 2/8эт.",
Студия,"Квартира-студия, 32м², 7/8эт.",
Студия,"Квартира-студия, 32м², 6/8эт.",
Студия,"Квартира-студия, 32м², 2/8эт.",
Студия,"Квартира-студия, 32м², 3/8эт.",
Студия,"Квартира-студия, 32м², 7/8эт.",
Студия,"Квартира-студия, 32м², 6/8эт.",
Студия,"Квартира-студия, 32м², 4/8эт.",
Студия,"Квартира-студия, 32м², 5/8эт.",
Студия,"Квартира-студия, 32м², 5/8эт.",
Студия,"Квартира-студия, 31,5м², 8/8эт.",
Студия,"Квартира-студия, 31,5м², 8/8эт.",
Студия,"Квартира-студия, 32м², 6/8эт.",
Студия,"Квартира-студия, 32м², 2/8эт.",
Студия,"Квартира-студия, 32м², 3/8эт.",
Студия,"Квартира-студия, 32м², 6/8эт.",
Студия,"Квартира-студия, 32м², 7/8эт.",
Студия,"Квартира-студия, 32м², 4/8эт.",
Студия,"Квартира-студия, 32м², 2/8эт.",
Студия,"Квартира-студия, 32м², 8/8эт.",
Студия,"Квартира-студия, 32м², 4/8эт.",
Студия,"Квартира-студия, 32м², 5/8эт.",
Студия,"Квартира-студия, 32м², 7/8эт.",
Студия,"Квартира-студия, 32м², 7/8эт.",
Студия,"Квартира-студия, 32м², 2/8эт.",
Студия,"Квартира-студия, 32м², 7/8эт.",
Студия,"Квартира-студия, 32м², 2/8эт.",
Студия,"Квартира-студия, 32м², 5/8эт.",
Студия,"Квартира-студия, 32м², 5/8эт.",
Студия,"Квартира-студия, 32м², 6/8эт.",
Студия,"Квартира-студия, 32м², 8/8эт.",
Студия,"Квартира-студия, 32м², 3/8эт.",
Студия,"Квартира-студия, 32м², 3/8эт.",
Студия,"Квартира-студия, 32м², 2/8эт.",
Студия,"Квартира-студия, 32м², 4/8эт.",
Студия,"Квартира-студия, 32м², 8/8эт.",
Студия,"Квартира-студия, 32м², 6/8эт.",
Студия,"Квартира-студия, 32м², 3/8эт.",
Студия,"Квартира-студия, 32м², 4/8эт.",
Студия,"Квартира-студия, 32м², 5/8эт.",
Студия,"Квартира-студия, 32м², 3/8эт.",
Студия,"Квартира-студия, 32м², 3/8эт.",
Студия,"Квартира-студия, 32м², 7/8эт.",
Студия,"Квартира-студия, 32м², 6/8эт.",
Студия,"Квартира-студия, 32м², 8/8эт.",
Студия,"Квартира-студия, 32м², 7/8эт.",
Студия,"Квартира-студия, 32м², 6/8эт.",
Студия,"Квартира-студия, 32м², 4/8эт.",
Студия,"Квартира-студия, 32м², 2/8эт.",
Студия,"Квартира-студия, 32м², 8/8эт.",
Студия,"Квартира-студия, 32м², 5/8эт.",
Студия,"Квартира-студия, 32м², 4/8эт.",
Студия,"Квартира-студия, 32м², 8/8эт.",
Студия,"Квартира-студия, 32м², 5/8эт.",
Студия,"Квартира-студия, 32м², 8/8эт.",
Студия,"Квартира-студия, 32м², 8/8эт.",
Студия,"Квартира-студия, 32м², 8/8эт.",
Студия,"Квартира-студия, 32м², 8/8эт.",
Студия,"Квартира-студия, 32м², 8/8эт.",
Студия,"Квартира-студия, 32м², 8/8эт.",
1,"1-к. квартира, 36,6м², 4/17эт.","1-комн. квартира 39,51 м² 16/25 эт."
1,"1-к. квартира, 39,5м², 16/17эт.","1-комн. квартира 39,18 м² 4-8/25 эт."
1,"1-к. квартира, 31,4м², 4/11эт.","1-комн. квартира 71,99 м² 8/25 эт."
1,"1-к. квартира, 40,3м², 6/17эт.","1-комн. квартира 58,74 м² 4/25 эт."
1,"1-к. квартира, 35,9м², 6/25эт.","1-комн. квартира 35,25 м² 8/25 эт."
1,"1-к. квартира, 40,2м², 6/17эт.","1-комн. квартира 66,08 м² 21-23/25 эт."
1,"1-к. квартира, 35,9м², 14/25эт.","1-комн. квартира 39,75 м² 2/25 эт."
1,"1-к. квартира, 35,9м², 16/25эт.",1-комн. квартира 72 м² 4-16/25 эт.
1,"1-к. квартира, 31,8м², 8/11эт.","1-комн. квартира 39,71 м² 14-16/25 эт."
1,"1-к. квартира, 36,6м², 11/25эт.","1-комн. квартира 56,04 м² 21-25/25 эт."
1,"1-к. квартира, 35,5м², 23/25эт.","1-комн. квартира 39,22 м² 11/25 эт."
1,"1-к. квартира, 34,9м², 3/9эт.","1-комн. квартира 60,08 м² 10/25 эт."
1,"1-к. квартира, 36,1м², 21/25эт.","1-комн. квартира 36,08 м² 11-21/25 эт."
1,"1-к. квартира, 39,9м², 4/25эт.","1-комн. квартира 67,74 м² 14/25 эт."
1,"1-к. квартира, 34,9м², 6/9эт.","1-комн. квартира 39,76 м² 21-25/25 эт."
1,"1-к. квартира, 38,9м², 4/25эт.","1-комн. квартира 43,06 м² 21-25/25 эт."
1,"1-к. квартира, 38,9м², 6/25эт.","1-комн. квартира 42,54 м² 6/25 эт."
1,"1-к. квартира, 42,9м², 15/17эт.","1-комн. квартира 34,92 м² 6/25 эт."
1,"1-к. квартира, 39,8м², 2/25эт.","1-комн. квартира 59,72 м² 6/25 эт."
1,"1-к. квартира, 36,6м², 21/25эт.","1-комн. квартира 35,86 м² 4-16/25 эт."
1,"1-к. квартира, 36,6м², 23/25эт.","1-комн. квартира 62,23 м² 11-21/25 эт."
1,"1-к. квартира, 35,3м², 8/9эт.","1-комн. квартира 35,46 м² 23/25 эт."
1,"1-к. квартира, 38,9м², 16/25эт.","1-комн. квартира 40,33 м² 6/25 эт."
1,"1-к. квартира, 39,2м², 11/25эт.","1-комн. квартира 42,89 м² 15/25 эт."
1,"1-к. квартира, 40,4м², 11/25эт.","1-комн. квартира 65,66 м² 4/25 эт."
1,"1-к. квартира, 40,6м², 6/25эт.","1-комн. квартира 81,16 м² 11-16/25 эт."
1,"1-к. квартира, 40,4м², 14/25эт.","1-комн. квартира 36,62 м² 11/25 эт."
1,"1-к. квартира, 40,4м², 16/25эт.","1-комн. квартира 71,98 м² 2/25 эт."
1,"1-к. квартира, 39,2м², 21/25эт.","1-комн. квартира 63,59 м² 4-8/25 эт."
1,"1-к. квартира, 39,7м², 14/25эт.","1-комн. квартира 39,93 м² 4-8/25 эт."
1,"1-к. квартира, 39,2м², 23/25эт.","1-комн. квартира 63,37 м² 14-16/25 эт."
1,"1-к. квартира, 39,7м², 16/25эт.","1-комн. квартира 58,34 м² 3/25 эт."
1,"1-к. квартира, 39,9м², 8/25эт.","1-комн. квартира 34,93 м² 3/25 эт."
1,"1-к. квартира, 39,2м², 4/11эт.","1-комн. квартира 57,9 м² 6/25 эт."
1,"1-к. квартира, 39,2м², 6/11эт.","1-комн. квартира 58,66 м² 8/25 эт."
1,"1-к. квартира, 39,8м², 21/25эт.","1-комн. квартира 43,6 м² 8/25 эт."
1,"1-к. квартира, 39,8м², 23/25эт.","1-комн. квартира 60,45 м² 4-11/25 эт."
1,"1-к. квартира, 39,8м², 25/25эт.","1-комн. квартира 44,68 м² 6/25 эт."
1,"1-к. квартира, 40,4м², 21/25эт.","1-комн. квартира 60,05 м² 8/25 эт."
1,"1-к. квартира, 40,4м², 23/25эт.","1-комн. квартира 57,03 м² 6-10/25 эт."
1,"1-к. квартира, 39,2м², 8/11эт.","1-комн. квартира 57,36 м² 4-8/25 эт."
1,"1-к. квартира, 39,2м², 11/11эт.","1-комн. квартира 58,62 м² 4-8/25 эт."
1,"1-к. квартира, 42,3м², 4/11эт.","1-комн. квартира 31,1 м² 6/25 эт."
1,"1-к. квартира, 46,5м², 4/25эт.","1-комн. квартира 31,83 м² 8/25 эт."
1,"1-к. квартира, 43,1м², 21/25эт.","1-комн. квартира 38,94 м² 4-16/25 эт."
1,"1-к. квартира, 43,1м², 23/25эт.","1-комн. квартира 62,01 м² 4-16/25 эт."
1,"1-к. квартира, 43,1м², 25/25эт.","1-комн. квартира 39,16 м² 11-23/25 эт."
1,"1-к. квартира, 42,5м², 6/9эт.","1-комн. квартира 36,61 м² 4/25 эт."
1,"1-к. квартира, 58,7м², 4/17эт.","1-комн. квартира 40,24 м² 6/25 эт."
1,"1-к. квартира, 44,7м², 6/11эт.","1-комн. квартира 64,56 м² 6/25 эт."
1,"1-к. квартира, 43,6м², 8/9эт.","1-комн. квартира 68,14 м² 16/25 эт."
1,"1-к. квартира, 64,6м², 6/17эт.","1-комн. квартира 52,47 м² 4/25 эт."
1,"1-к. квартира, 52,5м², 4/25эт.","1-комн. квартира 46,54 м² 4/25 эт."
1,"1-к. квартира, 67,7м², 14/17эт.","1-комн. квартира 47,47 м² 4/25 эт."
1,"1-к. квартира, 58,3м², 3/9эт.","1-комн. квартира 40,38 м² 11-23/25 эт."
1,"1-к. квартира, 68,2м², 8/17эт.","1-комн. квартира 31,43 м² 4/25 эт."
1,"1-к. квартира, 68,2м², 10/17эт.","1-комн. квартира 36,63 м² 21-23/25 эт."
1,"1-к. квартира, 56м², 21/25эт.","1-комн. квартира 59,9 м² 23/25 эт."
1,"1-к. квартира, 57,9м², 6/9эт.","1-комн. квартира 68,17 м² 8-10/25 эт."
1,"1-к. квартира, 56м², 23/25эт.",
1,"1-к. квартира, 68,1м², 16/17эт.",
1,"1-к. квартира, 56м², 25/25эт.",
1,"1-к. квартира, 63,6м², 4/25эт.",
1,"1-к. квартира, 59,9м², 23/25эт.",
1,"1-к. квартира, 62м², 4/25эт.",
1,"1-к. квартира, 62м², 6/25эт.",
1,"1-к. квартира, 65,7м², 4/25эт.",
1,"1-к. квартира, 59,7м², 6/11эт.",
1,"1-к. квартира, 57м², 6/11эт.",
1,"1-к. квартира, 62,2м², 11/25эт.",
1,"1-к. квартира, 63,6м², 8/25эт.",
1,"1-к. квартира, 62м², 14/25эт.",
1,"1-к. квартира, 57м², 10/11эт.",
1,"1-к. квартира, 62м², 16/25эт.",
1,"1-к. квартира, 57,4м², 4/11эт.",
1,"1-к. квартира, 63,4м², 14/25эт.",
1,"1-к. квартира, 57,4м², 8/11эт.",
1,"1-к. квартира, 62,2м², 21/25эт.",
1,"1-к. квартира, 63,4м², 16/25эт.",
1,"1-к. квартира, 58,6м², 4/11эт.",
1,"1-к. квартира, 58,6м², 6/11эт.",
1,"1-к. квартира, 60,5м², 4/11эт.",
1,"1-к. квартира, 58,6м², 8/11эт.",
1,"1-к. квартира, 58,7м², 8/9эт.",
1,"1-к. квартира, 60,1м², 8/11эт.",
1,"1-к. квартира, 72м², 2/25эт.",
1,"1-к. квартира, 72м², 4/25эт.",
1,"1-к. квартира, 66,1м², 21/25эт.",
1,"1-к. квартира, 66,1м², 23/25эт.",
1,"1-к. квартира, 60,5м², 11/11эт.",
1,"1-к. квартира, 60,1м², 10/11эт.",
1,"1-к. квартира, 72м², 8/25эт.",
1,"1-к. квартира, 72м², 14/25эт.",
1,"1-к. квартира, 72м², 16/25эт.",
1,"1-к. квартира, 81,4м², 6/25эт.",
1,"1-к. квартира, 81,2м², 11/25эт.",
1,"1-к. квартира, 81,2м², 14/25эт.",
1,"1-к. квартира, 81,2м², 16/25эт.",
2,"2-к. квартира, 52,6м², 11/25эт.","2-комн. квартира 84,03 м² 8/25 эт."
2,"2-к. квартира, 52,6м², 14/25эт.","2-комн. квартира 83,63 м² 6/25 эт."
2,"2-к. квартира, 53м², 6/25эт.","2-комн. квартира 72,11 м² 4/25 эт."
2,"2-к. квартира, 52,6м², 16/25эт.","2-комн. квартира 52,6 м² 21-23/25 эт."
2,"2-к. квартира, 52,6м², 21/25эт.","2-комн. квартира 76,16 м² 11-16/25 эт."
2,"2-к. квартира, 52,6м², 23/25эт.","2-комн. квартира 52,55 м² 11-16/25 эт."
2,"2-к. квартира, 71,3м², 16/17эт.","2-комн. квартира 76,14 м² 21-23/25 эт."
2,"2-к. квартира, 72,1м², 4/25эт.","2-комн. квартира 53,01 м² 6/25 эт."
2,"2-к. квартира, 77,6м², 14/17эт.","2-комн. квартира 84,05 м² 4/25 эт."
2,"2-к. квартира, 84,1м², 4/17эт.","2-комн. квартира 85,01 м² 10/25 эт."
2,"2-к. квартира, 83,6м², 6/17эт.","2-комн. квартира 77,57 м² 14/25 эт."
2,"2-к. квартира, 84м², 8/17эт.","2-комн. квартира 71,29 м² 16/25 эт."
2,"2-к. квартира, 85м², 10/17эт.","2-комн. квартира 76,6 м² 6/25 эт."
2,"2-к. квартира, 76,6м², 6/25эт.",
2,"2-к. квартира, 76,2м², 11/25эт.",
2,"2-к. квартира, 76,2м², 14/25эт.",
2,"2-к. квартира, 76,2м², 16/25эт.",
2,"2-к. квартира, 76,1м², 21/25эт.",
2,"2-к. квартира, 76,1м², 23/25эт.",
Студия,"Квартира-студия, 32,3м², 8/17эт.","Студия 30,37 м² 11/25 эт."
Студия,"Квартира-студия, 32,3м², 10/17эт.","Студия 32,33 м² 14/25 эт."
Студия,"Квартира-студия, 29,4м², 2/25эт.","Студия 29,35 м² 2/25 эт."
Студия,"Квартира-студия, 32,3м², 14/17эт.","Студия 29,41 м² 4-6/25 эт."
Студия,"Квартира-студия, 32,4м², 16/17эт.","Студия 30,16 м² 6/25 эт."
Студия,"Квартира-студия, 33,1м², 6/17эт.","Студия 29,43 м² 4-8/25 эт."
Студия,"Квартира-студия, 27,9м², 4/11эт.","Студия 27,94 м² 4-10/25 эт."
Студия,"Квартира-студия, 27,9м², 6/11эт.","Студия 28,27 м² 8/25 эт."
Студия,"Квартира-студия, 29,4м², 4/11эт.","Студия 33,07 м² 6/25 эт."
Студия,"Квартира-студия, 29,4м², 6/11эт.","Студия 32,38 м² 16/25 эт."
Студия,"Квартира-студия, 27,9м², 10/11эт.","Студия 32,34 м² 8-10/25 эт."
Студия,"Квартира-студия, 28,3м², 8/11эт.",
Студия,"Квартира-студия, 29,4м², 4/11эт.",
Студия,"Квартира-студия, 29,4м², 8/11эт.",
Студия,"Квартира-студия, 30,2м², 6/11эт.",
Студия,"Квартира-студия, 30,4м², 11/11эт.",
1,"1-к. квартира, 40,7м², 5/14эт.","1-комн. квартира 40,5 м² 10/15 эт."
1,"1-к. квартира, 40,8м², 3/14эт.","1-комн. квартира 41,2 м² 24/26 эт."
1,"1-к. квартира, 40,5м², 10/14эт.","1-комн. квартира 40,8 м² 3-7/15 эт."
1,"1-к. квартира, 40,7м², 9/14эт.","1-комн. квартира 36,4 м² 9/15 эт."
1,"1-к. квартира, 40,8м², 7/14эт.","1-комн. квартира 40,7 м² 5-9/15 эт."
1,"1-к. квартира, 36,4м², 9/14эт.",
1,"1-к. квартира, 41,2м², 24/25эт.",
2,"2-к. квартира, 53,8м², 2/14эт.","2-комн. квартира 54,8 м² 9/15 эт."
2,"2-к. квартира, 55м², 2/14эт.","2-комн. квартира 62,7 м² 3-11/15 эт."
2,"2-к. квартира, 52,4м², 3/14эт.","2-комн. квартира 53,5 м² 6-11/15 эт."
2,"2-к. квартира, 52,3м², 13/14эт.","2-комн. квартира 61,7 м² 14/15 эт."
2,"2-к. квартира, 52,5м², 12/14эт.","2-комн. квартира 62,9 м² 5-11/15 эт."
2,"2-к. квартира, 53,5м², 6/14эт.","2-комн. квартира 63,1 м² 10/15 эт."
2,"2-к. квартира, 53,6м², 5/14эт.","2-комн. квартира 52,4 м² 3/15 эт."
2,"2-к. квартира, 53,7м², 4/14эт.","2-комн. квартира 62,3 м² 10/15 эт."
2,"2-к. квартира, 53,6м², 7/14эт.","2-комн. квартира 52,5 м² 12/15 эт."
2,"2-к. квартира, 55м², 3/14эт.","2-комн. квартира 52,3 м² 7-13/15 эт."
2,"2-к. квартира, 53,5м², 11/14эт.","2-комн. квартира 63,8 м² 2/15 эт."
2,"2-к. квартира, 54,8м², 9/14эт.","2-комн. квартира 55,1 м² 11/15 эт."
2,"2-к. квартира, 53,6м², 10/14эт.","2-комн. квартира 53,7 м² 4-9/15 эт."
2,"2-к. квартира, 53,7м², 9/14эт.","2-комн. квартира 53,6 м² 5-10/15 эт."
2,"2-к. квартира, 53,8м², 8/14эт.","2-комн. квартира 62,6 м² 4-6/15 эт."
2,"2-к. квартира, 55,1м², 11/14эт.",2-комн. квартира 55 м² 2-3/15 эт.
2,"2-к. квартира, 61,7м², 14/14эт.","2-комн. квартира 62,8 м² 4-8/15 эт."
2,"2-к. квартира, 62,9м², 11/14эт.","2-комн. квартира 53,8 м² 2-8/15 эт."
2,"2-к. квартира, 63,8м², 2/14эт.",2-комн. квартира 62 м² 13-14/15 эт.
2,"2-к. квартира, 63,8м², 2/14эт.",
2,"2-к. квартира, 62,7м², 3/14эт.",
2,"2-к. квартира, 62,7м², 3/14эт.",
2,"2-к. квартира, 62м², 13/14эт.",
2,"2-к. квартира, 62м², 13/14эт.",
2,"2-к. квартира, 62,8м², 4/14эт.",
2,"2-к. квартира, 62,7м², 5/14эт.",
2,"2-к. квартира, 62,6м², 4/14эт.",
2,"2-к. квартира, 62,9м², 5/14эт.",
2,"2-к. квартира, 62,6м², 6/14эт.",
2,"2-к. квартира, 62,7м², 6/14эт.",
2,"2-к. квартира, 62,8м², 8/14эт.",
2,"2-к. квартира, 62,9м², 7/14эт.",
2,"2-к. квартира, 62,9м², 8/14эт.",
2,"2-к. квартира, 62,7м², 11/14эт.",
2,"2-к. квартира, 62,9м², 9/14эт.",
2,"2-к. квартира, 63,1м², 10/14эт.",
2,"2-к. квартира, 62,7м², 9/14эт.",
2,"2-к. квартира, 62,3м², 10/14эт.",
2,"2-к. квартира, 62м², 14/14эт.",
2,"2-к. квартира, 52,3м², 7/14эт.",
2,"2-к. квартира, 58,7м², 25/25эт.",
2,"2-к. квартира, 67,4м², 25/25эт.",
3,"3-к. квартира, 78,8м², 5/14эт.","3-комн. квартира 76,9 м² 6/26 эт."
3,"3-к. квартира, 76,9м², 6/25эт.","3-комн. квартира 81,2 м² 9-11/15 эт."
3,"3-к. квартира, 78,7м², 2/14эт.","3-комн. квартира 78,7 м² 2-6/15 эт."
3,"3-к. квартира, 76,7м², 7/14эт.","3-комн. квартира 76,7 м² 7-13/15 эт."
3,"3-к. квартира, 76,3м², 13/14эт.","3-комн. квартира 81,4 м² 2/15 эт."
3,"3-к. квартира, 76,7м², 12/14эт.",3-комн. квартира 81 м² 3/15 эт.
3,"3-к. квартира, 76,7м², 12/14эт.","3-комн. квартира 78,8 м² 3-10/15 эт."
3,"3-к. квартира, 76,7м², 13/14эт.","3-комн. квартира 81,3 м² 8/15 эт."
3,"3-к. квартира, 78,9м², 7/14эт.","3-комн. квартира 76,4 м² 10/15 эт."
3,"3-к. квартира, 78,7м², 4/14эт.","3-комн. квартира 76,3 м² 13/15 эт."
3,"3-к. квартира, 78,8м², 3/14эт.","3-комн. квартира 78,9 м² 3-11/15 эт."
3,"3-к. квартира, 78,7м², 6/14эт.",3-комн. квартира 79 м² 8/15 эт.
3,"3-к. квартира, 78,8м², 4/14эт.","3-комн. квартира 76,6 м² 14/15 эт."
3,"3-к. квартира, 78,9м², 3/14эт.","3-комн. квартира 80,8 м² 4/15 эт."
3,"3-к. квартира, 78,9м², 5/14эт.","3-комн. квартира 81,1 м² 5/15 эт."
3,"3-к. квартира, 78,6м², 6/14эт.","3-комн. квартира 78,6 м² 6/15 эт."
3,"3-к. квартира, 78,8м², 9/14эт.",
3,"3-к. квартира, 79м², 8/14эт.",
3,"3-к. квартира, 78,8м², 10/14эт.",
3,"3-к. квартира, 78,9м², 11/14эт.",
3,"3-к. квартира, 76,6м², 14/14эт.",
3,"3-к. квартира, 81,4м², 2/14эт.",
3,"3-к. квартира, 80,8м², 4/14эт.",
3,"3-к. квартира, 81м², 3/14эт.",
3,"3-к. квартира, 81,1м², 5/14эт.",
3,"3-к. квартира, 81,2м², 9/14эт.",
